user,item
3211,51728
942,53870
7368,26281
3659,90390
1161,33026
6352,67495
6346,13216
465,3587
2962,85937
2825,83697
972,28714
2773,73878
1179,61154
7228,8349
2074,50089
3841,44722
1689,10312
2939,6929
650,5252
3476,4339
2943,1029
2853,78037
527,41169
6378,36811
2560,36244
1990,73660
7300,64790
4306,16583
2630,4363
3779,85424
6348,4374
2773,82984
6085,73110
173,15098
2909,77586
4041,40535
3892,26316
5421,31732
5676,84307
6870,67233
6525,79576
2940,58746
4921,77897
3824,24606
5215,98492
5644,58676
2051,38373
6083,9351
5775,56910
1921,1113
1110,15042
6460,26237
1481,1019
6441,96275
2775,4369
477,5252
1225,61900
3859,91682
3771,38370
2195,75766
160,14528
4959,69487
4478,65949
4737,96390
2031,26427
5983,42316
930,53609
1272,2739
7336,58959
7112,64905
5414,49108
5987,11743
5783,100390
887,37789
1961,26294
5979,83800
945,623
7004,104161
1643,69011
2149,61557
5779,24980
2280,48876
2122,71061
537,6912
234,19555
6881,103799
2867,27568
2992,49566
4352,4299
6193,42660
3866,11625
43,5634
496,40373
7303,24212
2784,74430
5078,60764
6434,6372
1283,8345
4156,38480
6097,101637
7327,33990
5340,82139
6535,102959
6460,21289
373,34640
1829,4192
3880,25974
2287,4849
2441,79246
6807,103565
4842,2091
2040,74340
2106,66143
1560,2671
5295,26252
1488,4352
5888,74434
2645,81756
2041,26197
1575,68208
1385,41690
1518,2791
4723,14363
4483,95256
1329,46109
4618,95800
2076,19685
7093,7345
5962,100968
5806,100520
3268,2094
3406,89095
3899,92078
1460,4339
6098,7680
2392,37750
2907,23319
1041,26369
1106,59079
6037,27542
6787,79438
3324,8886
3097,87257
1940,62268
2685,16232
2790,78626
2945,4339
2978,74424
1012,55844
6501,66276
3925,91018
4666,91100
193,16267
356,33840
3925,72804
4947,53225
3910,92149
6777,64360
2740,45370
5687,31685
2834,69014
3893,19576
1185,61233
5236,6833
2826,83729
6695,103325
574,14791
4507,87226
7167,19055
2541,64179
2734,82699
3821,75428
1708,53815
3627,55222
1553,5222
6833,46290
5303,98775
2650,81782
694,46103
809,45209
4151,86319
796,23134
3904,63883
5836,14277
280,27252
3851,84710
7257,85589
2574,12175
3382,1298
5162,98317
6902,4341
167,11437
2114,14730
6355,53902
3074,57629
3782,23121
272,25934
6812,67322
1103,58909
2451,56910
1008,3931
2065,74613
2582,4370
105,3418
2744,1055
6158,654
750,48731
6519,64180
5658,14750
280,27201
3646,9323
2823,83680
2279,76938
1397,40856
3157,46225
2032,9106
1351,64578
4813,38023
4415,76977
5340,15083
5304,86184
1997,17668
5654,38318
3281,51376
5433,99195
3739,1952
6382,71778
7191,62033
2541,80843
6655,98130
4741,43015
5877,14083
1956,73164
1103,58687
1727,70376
2279,67232
373,34628
2145,75312
3165,87719
1845,16553
1424,10779
392,36125
3912,4802
2914,81150
5407,30770
6870,7483
3776,490
2029,40811
5280,10841
5084,2766
135,13435
6552,58933
7112,71817
754,49111
1260,62662
1814,61484
7345,96477
6268,58182
4414,13942
2939,85702
775,49632
3230,30884
2895,84779
5311,54538
6426,611
691,45981
5027,21073
1045,57005
2051,74450
442,14834
7257,14584
1812,8324
3333,88701
3851,26427
3802,88351
2287,38603
5357,40887
574,38254
898,48424
2031,2754
6519,68926
988,55129
3845,56918
120,11998
7150,52925
2899,84828
4707,28756
1329,64159
646,10466
336,31667
3923,632
1280,40137
1338,20475
2917,621
4097,35039
1478,64538
4509,34215
2600,50326
503,40524
452,38056
166,2790
137,10350
2329,2741
4164,62029
4072,93311
3314,26005
2055,625
3492,53876
5695,60582
857,11588
510,8371
3875,82600
2773,48109
1380,64997
97,4370
2827,10851
3967,6754
1618,68704
6807,103567
5186,4353
3366,576
646,45146
272,26065
392,36091
1807,71518
3414,50376
3084,10147
3129,26256
2747,12519
4038,45311
765,11172
50,6775
5252,72815
5351,42842
4033,93094
272,26380
2541,58022
6464,102729
1274,63170
6833,24686
461,38831
3024,86493
7121,69794
1191,61396
4719,24679
7323,31695
2922,43079
3482,43462
4060,4452
6034,75457
3132,3580
1461,24673
1757,20392
1761,3193
6264,43092
4406,48367
1365,64750
6473,28728
3535,16294
2430,26201
2943,82418
1032,35037
2001,73782
1103,58794
3356,23354
1625,14771
2610,9364
1027,5222
3105,87309
3322,38267
1659,15189
4449,66795
2831,52866
7045,82874
3026,86510
4598,63935
641,44968
234,19711
4449,21157
2743,23118
4805,13676
5346,92398
7016,49098
1636,58940
5311,7153
1725,64142
3006,65583
7210,26367
6345,6639
2499,4271
3011,2754
3415,1977
6051,101414
373,5446
272,25940
1441,2047
1567,2759
1791,71272
5192,40137
327,29624
1120,59822
1511,3573
6404,98717
3372,55309
2718,53763
3692,64172
766,6668
7326,61957
2652,33893
5673,2739
1198,23163
5965,101074
1586,68297
256,490
97,10572
2574,70007
7309,104951
5993,42288
6184,15685
6102,10822
5508,36591
1280,7987
5485,35965
3501,2779
650,41146
3790,91141
2245,2634
3951,88201
1502,24969
1332,64195
2507,62219
6264,82123
5224,2667
2412,78780
5272,20986
5639,60769
35,5259
2032,74236
1055,37116
1168,60946
6770,66181
6895,41965
713,46798
3001,3193
5525,1035
3805,67678
6027,91240
6371,96396
6058,86258
2499,2791
256,23296
2890,84726
4259,94116
272,15454
1518,4339
7260,71346
3417,17456
720,47367
1190,42291
1372,4551
2916,72723
2574,77525
4599,95721
1170,10967
477,14891
750,4811
6412,78724
256,23317
435,7013
1516,24728
750,8859
5285,84487
5842,98880
2148,36947
2415,3587
2726,82637
3036,5560
3384,2109
3360,490
1586,68301
4435,81151
375,11733
5754,100271
1129,60182
3157,78525
1276,63200
4780,28762
6157,70601
6010,77586
3174,86248
1070,1455
5045,52265
6535,76604
1034,12435
1345,23295
1740,44136
3909,60435
1461,4339
7112,104494
2658,81868
2890,84751
4156,93705
523,41022
3138,63879
971,15209
882,2781
3508,7177
453,20915
2330,2741
6059,101455
515,40797
2871,84386
6446,33946
6036,54361
1828,71948
7345,39669
6505,99118
3154,61516
5755,83996
6782,100367
5289,92935
271,25564
3544,89779
3227,26358
5749,91297
4526,45996
2094,43107
4573,75938
1118,59407
4458,11449
2498,80243
2783,83130
2939,60971
1197,25023
3640,90301
1686,14887
4622,95821
3647,90335
2837,83861
1835,2790
2102,25949
1301,49941
7252,69733
3859,91660
5905,72548
2803,83525
4810,27568
2931,85429
7260,104818
2788,78718
3032,17252
3174,4210
4027,10045
5788,100432
6470,46522
4533,19132
1308,63790
1055,5221
5228,96476
1618,2790
4156,93708
998,55285
2708,14878
3664,22950
1260,6640
6834,85115
3135,2701
5154,13904
5866,63827
3898,21290
6934,53783
800,2781
6559,23347
5319,16361
2799,55423
3826,72450
5997,40617
2805,66825
5923,26119
3514,44283
5690,36657
507,3573
1512,2741
1372,1495
3898,92066
2030,30656
5606,99635
6010,68157
135,13509
1713,70037
2716,42870
1732,44968
4025,28712
3465,64295
2681,34969
5508,26348
1029,56690
1657,8886
4718,74021
3923,80869
1683,68087
951,54055
1710,69979
2266,26168
2448,58892
6568,53246
1674,23121
69,8701
3253,475
2039,74309
5947,100892
5342,23249
6153,58802
5070,77998
1900,51824
6758,58830
3863,58840
2889,84707
3227,76367
1712,70018
5579,66744
2629,81644
525,25809
2908,80994
6313,72057
6255,65894
5789,74508
3873,85813
817,7099
2658,1113
857,14673
726,47818
5313,45302
433,5413
1763,26346
4131,93609
1483,66943
6404,10657
2641,26010
1727,37346
6177,36664
578,43411
4610,48772
3246,12458
6720,60835
1103,58697
5712,10973
5096,97991
7210,70576
3565,42798
3852,26166
6619,49461
1334,62264
1471,17510
2877,4342
5136,14443
3873,17700
2784,19627
1388,46076
1006,55568
2658,2667
2899,84862
2287,77035
3039,38751
5625,56194
4035,30888
2917,73106
4449,84464
1303,63760
6748,54799
272,26163
5648,58581
4685,96092
4309,94370
2848,36642
1029,33887
5255,1340
4383,55221
5246,86779
6265,12496
2486,26897
6268,5311
4177,16232
2868,26159
6922,62289
1050,993
3384,72495
330,24577
636,44867
5690,27468
1914,13912
3043,16353
2773,82855
5700,69808
5191,26893
2754,5278
4968,69853
1407,65561
468,14117
6910,15965
6467,23123
97,10537
3873,5127
2249,39022
4883,11000
182,15411
5238,71760
6585,51879
2560,8347
2405,8371
5414,15437
4256,40496
231,19096
5648,26316
5932,99499
1748,14444
1190,61375
296,28016
4127,8579
6667,103268
479,39625
6018,81247
2430,79052
1828,71941
5066,609
3227,2584
1847,30840
1491,2766
435,37957
248,21738
1719,38229
1002,55497
1767,71017
6654,70984
6779,23251
2148,75331
3930,34134
1350,40456
2354,77875
6633,44352
234,19744
1283,62316
3031,14848
2378,78055
3245,14954
383,3931
1329,64155
2769,2701
6265,45308
1662,69474
5666,89944
1012,3954
537,26816
1029,26061
6502,88505
5952,78706
2787,26217
750,594
272,26234
3211,88051
2321,14583
2451,35362
2791,83386
4890,97279
5279,48096
1444,66138
6543,65894
1407,25221
5461,99266
2995,42306
4258,53898
4416,8559
2889,8230
4029,93075
2890,17929
2412,2791
1431,65906
5246,98605
2362,2634
5646,58883
1444,26070
1813,71594
6892,103820
173,15074
1027,18888
1640,68938
2036,4339
2939,26481
1012,34086
3611,90158
1481,66911
5662,50839
6993,76147
2868,21737
3614,2660
7183,56892
2734,27273
2574,1952
887,51922
97,10620
2918,85156
2933,26329
3633,90260
3079,20796
1973,73392
2031,23319
2440,79163
970,598
1732,64544
2541,80851
7210,6924
5722,29220
4912,66873
5754,24679
6535,71532
4801,96781
5950,100912
6915,103891
6488,102845
5925,96297
218,17928
3896,60496
3731,26183
2915,74824
5963,1233
199,17143
2682,15517
1363,63372
35,5254
6951,90313
1029,35184
3144,87548
193,16353
1795,56954
3157,27567
2575,81195
6097,37143
7053,99928
6918,51843
6900,103843
5527,99436
7119,6918
4645,8881
435,19065
1012,43859
2705,82354
203,16989
5757,924
272,11398
1500,67151
2494,37846
1876,72314
6443,72269
5995,17927
5012,97723
4948,14854
1153,23295
458,38749
912,26025
2394,78399
1103,58974
4414,76756
2499,27691
5874,14506
4056,38143
2582,42610
6321,27273
1725,9815
3174,2574
6399,90313
1758,41816
2040,74326
2631,81660
2747,1026
2840,10855
5655,26401
574,43069
523,40952
1704,5252
2847,64228
3863,23123
1799,71389
1732,70547
1175,17201
720,16382
3074,87125
5436,67344
1560,33598
5786,91394
6625,31695
2705,82396
2925,81033
1293,46124
3569,24354
3790,1896
2838,78895
2672,62251
2242,3883
2487,15513
2197,44669
330,30746
6737,4197
4796,92336
6490,102848
2368,719
2844,38112
2791,45365
5299,623
442,38431
2790,83305
3693,76500
6068,43068
2025,11040
6017,85451
167,14835
2441,949
4842,50414
6139,13942
1656,50993
1313,4352
480,39798
7323,81033
4058,10391
3129,30764
1334,64292
769,49515
2881,573
2901,8247
2939,85708
1445,56333
2149,36654
1338,48120
2072,19075
4967,89146
2943,42885
4027,82502
6502,54228
1444,25520
1444,17518
872,8347
1506,45396
727,47846
3272,28017
4956,10842
2899,70564
4554,95555
2378,63307
4917,97357
3082,87183
6626,35358
525,41090
5415,16534
3324,9364
4558,95569
4637,66159
1661,48801
1722,70162
1894,1037
4455,528
3134,19088
6051,99384
0,667
1988,4339
1521,67436
7243,83576
111,11448
7239,4810
4075,93331
2716,73689
2404,26300
3640,90295
720,47349
2876,61558
6804,58868
1378,21764
5303,644
3362,88856
2939,42895
5260,38003
4656,73383
6561,10710
4590,95691
2398,16995
3891,32616
646,10992
2658,9964
3356,12692
2901,64304
2984,24153
193,12676
6068,63935
2753,82836
1665,644
4258,94089
1654,32451
4090,55328
5096,29712
2230,5252
5747,84130
2487,13246
1359,64652
6770,103470
4771,26399
2901,24784
7256,15860
3121,87386
1115,8698
7110,1619
7367,56910
336,1996
6639,1952
5563,23288
1518,46091
6700,91468
2223,76170
1352,64591
2487,80105
5749,100239
1363,2741
800,50347
1433,10203
5867,50504
1461,21684
3597,37236
4246,70988
647,45215
4285,23217
2443,7539
4298,27278
3295,20406
6551,73383
4763,16593
4372,29175
525,41123
4015,7940
6156,70102
2992,86191
1738,24182
6393,14187
799,50334
3039,48422
4931,97429
1198,42808
2412,62292
3946,92412
2876,24710
1407,51565
675,43535
97,10608
2683,10392
1292,63564
4668,16337
3949,92446
2862,84220
7284,66738
6184,1792
508,18016
2630,3622
2573,1852
2940,43830
6051,16977
2919,10093
2336,64805
4032,15158
5648,74473
3942,13436
912,52998
2354,77835
3180,2634
495,27540
1759,70967
524,15823
1569,15551
1385,3587
912,52862
6045,16640
2448,79367
6676,31710
750,48884
1200,7322
6189,2056
2481,65863
3041,1302
5486,21290
7199,79116
3555,66669
3402,70182
5852,46032
525,2739
1158,11444
6724,103393
3186,23286
4222,41101
194,16567
3399,1113
7305,68911
649,38112
2040,26090
2147,62292
5508,96151
373,9082
272,26054
993,55201
5778,100374
600,41539
259,24727
3721,1712
2769,74193
3595,1372
5498,80116
1374,64866
2876,79116
6900,46379
1286,1793
6638,26430
2184,2739
1732,70552
2820,34218
1002,5035
7210,58817
193,16395
5223,31592
516,40808
3156,24802
234,19740
2018,74035
6568,2081
4845,14445
4555,2701
356,15188
4527,5221
2887,79456
1519,67378
1662,69407
5380,39127
7228,51046
6290,585
5132,27202
3513,71419
2329,77534
2831,8349
1561,64754
5588,32543
271,25670
7093,63557
2471,1982
4723,79576
1445,56259
3264,3660
6050,38388
792,4060
1830,51873
20,3544
6007,87208
1482,44967
2285,10087
971,54575
1574,33024
3364,2080
4383,3587
4966,97516
3830,74986
6567,2879
2788,83296
6566,24679
6316,76859
5439,40184
3316,50397
2687,17124
2683,9279
97,10420
2386,644
2883,10898
1868,27268
3741,61872
4706,83759
2279,28712
2158,75435
5198,29759
2335,77637
6767,43147
866,596
1359,14732
355,33619
2010,37094
2785,83155
2446,79334
6285,5183
182,15406
1294,63615
1162,60685
4935,90099
2838,74256
1031,56713
6036,8227
2442,7087
1732,70542
2163,75465
4290,576
5996,76191
2405,10466
3762,90936
4582,74444
330,30883
4856,2041
2220,76138
1131,3453
2084,74807
6177,19186
4284,94235
5652,19647
4776,53184
1745,3892
859,2584
4410,16555
3874,66007
4373,59005
7189,24679
4270,58702
643,44995
7130,31732
3158,4339
2752,82809
7123,82418
5996,100004
6242,51696
3536,6882
6404,77576
2120,37525
5360,23145
2405,24798
2393,78381
256,4336
3369,632
3781,4370
6195,67229
7099,83632
1043,56974
1999,1113
5119,98099
1618,8339
1363,5533
2070,74654
4050,78669
1694,3959
256,490
1278,12519
2705,621
3390,89030
2773,82987
2710,1065
5883,79129
3624,35198
6404,26467
1647,69049
2681,4352
3217,42827
1338,4846
2692,1113
5342,1982
2630,20010
4468,14506
2189,75740
3183,87806
2634,4352
6476,2621
3766,45273
3829,63065
3134,14967
5482,2597
5165,98340
2047,63031
6712,84466
3879,91896
3196,16634
330,25806
3625,90224
4804,78620
2919,79046
1813,71726
1178,48201
1225,14861
1729,70480
15,3558
3012,27571
4094,8550
5642,45630
1738,70640
642,44976
3751,90883
5966,53961
4796,96689
1407,15015
2040,11025
727,47847
6353,75757
2787,66573
330,30555
1670,14956
5792,63645
7121,78817
898,52190
115,11779
161,14544
817,50545
2032,7021
1758,70957
2712,16375
6833,36658
4866,4151
6555,28194
1028,8607
2103,43266
441,1830
1558,3616
7047,104313
6141,101775
35,5261
3821,76859
3857,59127
3927,25968
1499,6639
3923,49098
1441,977
2574,41078
336,4339
1011,55676
2889,58766
347,32820
169,7963
445,38470
345,17014
6345,23115
3183,1009
5657,16092
5683,35397
2002,3883
454,18950
1021,56331
1742,1936
415,3405
4341,50613
574,42784
7112,48930
7149,49098
3238,88244
2699,10052
6523,55291
2415,8354
105,4370
5996,67451
5295,83561
5691,11787
1821,2584
2764,49108
3799,76991
272,25949
2744,42892
5978,56956
5255,2707
2917,10627
3848,53227
3443,36307
2567,3613
6764,42984
5763,70079
5678,7624
2408,14875
2541,67134
3692,90547
4967,97522
5089,21110
6972,5203
7228,18056
2688,4060
3120,2068
4845,97038
389,20406
3039,17137
2351,27316
4399,49250
6206,4276
857,51427
3039,86718
5347,5138
2379,15153
1725,18685
4306,76033
3779,78527
6803,26298
1381,65014
6404,89119
6043,26298
3156,49643
5136,26150
2995,26166
2997,12513
1632,29688
265,3205
1726,19630
2329,77526
4137,2739
1029,52211
2939,24697
233,19350
3812,82538
479,39602
1179,2701
2808,20392
1733,63851
2879,45309
1359,15704
3847,91543
1288,63512
4695,17405
6065,12049
2439,70274
2585,4352
3640,52419
2791,46118
5718,100131
2700,82299
6157,24786
165,14692
3485,37874
1750,17985
3646,57369
4741,60233
3878,41180
4450,95084
7327,56937
1232,13216
5105,10842
6297,26347
4147,74053
5435,26316
1021,56330
6563,43046
6418,63703
2456,252
966,54400
6698,39135
2876,34808
135,13320
4283,25947
2441,75448
2773,37855
2827,2739
1808,38271
2280,14506
6533,10256
1292,63559
1232,8598
3908,10710
7001,83634
1349,2790
4504,68098
3022,46511
6439,10461
272,4296
1380,64991
3951,26281
4796,84088
646,42864
15,3582
3194,87889
2696,23177
1102,58541
3211,88081
2941,38325
6005,45295
2773,77694
3866,79453
6451,7223
3945,92384
7348,89840
1476,66833
2923,1815
2185,61324
3413,37939
7121,32596
5607,79599
330,30646
5155,17320
5803,57550
3022,38356
656,4339
3801,22349
5996,84700
7176,26168
3258,77957
3149,45294
1072,43569
2775,6466
6404,37881
1021,56326
2343,77697
6355,24637
1380,1035
2089,45205
1422,65768
2682,2781
144,14003
5660,82685
4966,632
4132,8912
2002,73880
1669,69667
209,17667
3,618
280,27184
4238,94028
2666,2754
1921,59160
5096,81155
6255,84098
2909,43092
6526,32587
5996,31695
3354,8341
1956,73035
6375,7512
5908,12044
2500,80270
5205,11030
799,27548
330,17630
3737,52409
2681,2701
1500,8371
7093,84359
4471,40842
4558,43580
3998,4259
3625,14018
2840,12482
2836,21654
5081,73808
5498,66004
2419,78937
891,13778
6334,102329
4035,14566
2715,53793
4166,93748
791,48558
5557,58879
1054,30739
5006,66343
2149,26246
4833,26316
4000,92849
2413,78805
2018,62249
355,33620
1330,17009
2850,84074
2630,18690
7153,12036
2430,12879
7015,7400
984,54939
3787,58734
952,965
127,12458
1859,72230
4733,26237
5989,12696
1317,63957
3036,6401
2413,78803
2848,67949
3857,73088
2214,2634
209,17677
2939,2113
4035,88960
2919,52416
6343,56652
3167,87730
1518,54111
2379,2634
694,44339
4833,96959
3001,84450
2558,80974
6068,101483
173,2062
2645,14016
3369,33861
2939,60916
1460,66643
2743,52266
134,12883
2717,31671
2599,53634
6054,89857
2343,67906
3928,92288
6969,26918
4247,75694
1425,16301
2864,8257
5235,75374
2156,74863
1029,56628
2440,66975
355,33658
5285,39368
20,4012
1161,1962
783,49832
1344,64425
6404,81132
4597,528
775,49620
2929,53230
5996,49636
6034,636
2827,6918
2788,83302
6453,17147
845,51065
1944,923
5438,89119
2575,50568
5437,20794
2690,82241
2708,74734
2330,77551
912,52864
6782,27232
2865,36603
1492,1113
2682,82105
1496,11613
1391,49507
5589,18888
2051,74461
6284,31126
1332,55221
4636,28541
1474,4060
6150,86030
896,52102
2019,26035
2684,76514
3134,11144
7017,40887
5390,66562
2688,82220
5585,94210
769,1372
280,27212
2010,73918
2800,75377
1811,14816
1005,55560
2067,64671
5873,1189
4701,93750
4918,37096
1346,11025
1813,71720
5900,5692
1369,8345
6147,22960
4035,77009
5617,99666
857,5311
3772,55985
2899,25951
6159,2096
1425,11166
2157,75425
1055,4034
3803,16322
7305,104940
537,41642
271,25768
2654,67221
3157,13316
4556,37236
3830,89072
1439,15517
5997,101195
1402,49658
6836,97902
2013,46089
738,1992
6318,63650
3239,65941
4180,520
976,54802
658,9099
726,47746
1283,4339
6297,76510
3023,26587
1147,4763
2934,68270
3024,10466
5191,98437
2943,56956
1176,53803
356,11782
2413,78798
2039,74311
454,33534
2552,53763
7189,90838
3157,87690
3272,42927
4917,2791
3619,90191
256,8857
2357,14280
2010,20617
2412,75328
2712,4379
4315,61183
5563,9144
3415,27272
3213,23851
1021,12386
4821,17411
2917,42312
6995,38052
1170,60983
1103,7288
912,52846
4032,18685
3141,6912
871,51723
2720,5081
1478,66876
3135,41552
5935,76479
537,41764
6984,76297
3903,69733
1269,62929
3039,79868
479,39657
42,3164
4413,12042
2837,83862
3860,91721
1965,73331
4416,64081
1699,69895
1506,8810
3528,38750
1225,14794
3780,91094
1876,58928
6291,102241
976,54824
1029,56036
7092,53231
2131,52015
135,13475
5614,52853
1273,35638
764,49326
3950,92449
783,49826
2266,3892
1918,10661
2732,51502
2581,14954
271,25649
2847,58806
525,609
2919,53184
2838,53669
3129,87430
3453,13969
4029,48413
2409,68511
1939,15035
2279,50072
1678,52521
1332,7160
6908,103870
3845,5311
2448,79419
3873,4304
6429,23116
1430,35990
2013,2741
2390,78282
4484,1055
7346,27214
1704,22630
1431,65903
71,8885
2086,60204
1378,8556
5005,97703
2487,80100
4082,82433
3910,2621
6146,15158
2582,10842
7361,38251
1675,69713
2742,67073
6999,21247
1569,36949
2834,83842
5842,58879
3158,2096
3923,43052
1012,7276
6317,6372
2720,62198
2249,4326
5754,83619
4320,94441
1177,2634
4383,17136
5592,99599
6985,104092
1232,51894
2644,81747
1628,26024
3715,90749
5988,101158
717,11928
5799,28756
5279,87758
3138,87498
4765,23212
3441,4094
6152,101814
5416,24583
135,2667
2415,78883
2404,33782
272,26371
3211,38172
135,13390
3533,64094
1392,36831
1721,4573
3447,89302
6856,99595
7221,37283
2714,40916
6051,15679
2142,3394
942,5694
1725,41146
5963,27265
1012,17995
2844,36652
3230,88191
2708,79332
1287,51003
2415,78869
3845,89532
5570,99535
2685,38355
3306,62509
4879,4370
5472,6724
256,23127
1268,11920
4274,64334
3839,74734
5404,41289
4713,24192
2061,74559
327,29666
6896,99745
5014,14629
786,49946
7256,73825
5484,91728
2442,1817
5352,5773
1002,7927
2562,35105
2685,26264
2790,83313
6771,83024
2487,24774
470,2766
2418,2068
3149,51750
5908,26277
3896,27553
4680,96076
5963,24765
6008,64560
4306,63539
791,50104
233,19362
1374,64852
234,19655
1869,13406
3873,1910
7343,53783
151,14292
6476,102787
3012,1927
1012,50928
3923,49461
272,26424
1225,2781
1103,34104
6674,83615
4080,93348
279,6890
2939,17180
6833,96074
5331,82991
1981,36542
5095,97987
645,45097
5648,79350
1618,10849
571,42647
2287,24577
3494,37299
2051,56954
2575,10846
5459,99250
1105,14329
6716,18664
6797,632
1733,18664
4883,97226
726,47768
3162,2584
3180,55221
3915,92180
6821,83656
1829,71959
1344,47826
2486,15927
2177,75613
2939,74069
5466,42911
336,31592
1669,69665
2240,76525
2737,10466
2494,80213
2731,82678
7272,65285
7340,84419
4894,7745
2487,45542
2574,1839
4027,11030
7185,33342
5823,61960
3939,58022
2151,75369
2969,489
3418,75352
4184,29688
6487,7293
5690,26185
1688,41019
330,30834
3235,21804
6786,14589
4385,20353
2107,9364
1345,53237
2774,57461
5508,26369
2719,6912
2410,63968
4477,71525
6002,8227
5501,85329
1181,61171
1002,55444
2247,76604
1128,60164
2383,1990
1569,68146
4551,2634
2683,2789
6388,85612
5410,18476
2943,78754
1725,5138
2800,83510
143,13955
1029,56519
6486,102705
2744,2781
1132,60389
4551,2584
1879,15995
2925,82921
3405,50089
2380,78156
3350,27608
