user,item
2688,42405
2688,32282
2688,101721
6553,71077
1892,8726
3851,102052
3851,2365
3851,92019
4457,62459
6870,30637
6870,58733
6870,50612
6870,19336
2095,61730
2095,36192
2095,99263
2095,71007
126,31165
126,103675
126,5695
2890,34314
2890,23218
6464,103120
6464,64607
2575,87968
2575,33734
2575,69608
1232,75726
4758,57673
4758,49225
135,76841
135,104169
135,5509
1161,98506
1161,101408
2831,76685
1755,57325
1755,22411
1755,51709
1755,75005
1407,8761
1407,41735
2450,55047
260,103194
260,7952
260,13466
2378,5030
2378,80065
2378,86963
2378,81420
2378,36298
2826,68782
2826,14668
248,77202
248,75124
248,94672
248,76611
248,54913
679,81420
679,63635
256,72104
256,66280
256,4399
256,74088
256,73253
6029,64308
750,96048
750,84197
750,14902
272,61436
272,92222
272,63725
720,30784
720,80251
720,10282
720,102049
1363,70341
2354,16265
2354,100576
2354,43941
1584,85051
1584,97128
1348,67972
537,9246
537,57673
537,86325
537,13452
537,55183
229,72267
229,89697
229,86867
229,98648
229,88437
229,74492
229,62404
229,2400
229,89280
229,77827
4796,81265
4796,92850
4796,95483
12,19390
12,101743
12,59014
12,16840
12,17931
12,18756
12,90090
12,60884
12,90249
12,93228
3288,62029
3288,861
3288,87286
3288,100329
3288,95484
3288,101459
3288,91106
3288,41568
3288,64077
320,80978
320,102026
320,101968
320,100776
320,80633
320,28562
320,7709
320,40002
320,44810
4350,66186
4350,82243
4350,73623
4350,15310
4350,23476
4350,63815
4350,69625
4350,72301
4350,32441
4350,11637
424,79761
424,61328
424,51045
424,67605
424,95904
424,58275
424,61268
424,87390
424,93292
424,99468
5697,88594
5697,105006
5697,36498
252,91887
252,66454
252,99408
252,11932
252,8367
252,51727
252,12579
252,24992
252,18750
252,39682
1444,86122
1444,99639
1444,63651
902,49189
902,60947
902,13583
902,102784
902,24997
902,90384
902,19557
902,81050
902,52848
902,39172
346,34776
346,41686
346,65521
346,11709
346,4654
346,58170
346,13071
346,88035
346,83036
346,57711
5599,95403
1813,104297
1813,30714
1813,100575
3141,70341
3141,45859
3141,18041
574,81256
574,72710
2394,86830
2394,99080
3794,15310
3794,9152
3794,53853
1765,98218
1765,47792
27,103362
27,71939
27,92936
27,74177
27,100156
27,9626
27,54266
27,88294
27,80646
27,7472
2321,73040
1925,71068
2696,93228
2696,95424
2696,75308
1455,97333
1455,4650
1455,19489
1518,100805
1518,14719
1518,46069
495,88549
495,97332
495,51701
2412,37371
2412,44087
2412,95482
2412,79761
2412,59113
2412,2170
2412,40841
1120,103264
1120,14413
1120,21836
1120,57996
1120,95365
2855,30136
2855,71376
2943,98648
2249,61268
2249,98347
2249,39328
2249,44735
2249,103362
6995,13730
6995,75308
6995,86167
6995,65827
499,34079
499,55225
499,47447
499,75012
499,27406
499,53090
499,72568
499,89996
499,91767
499,15160
1618,65025
1618,72854
1618,51037
1618,98515
1618,61517
6014,79673
4713,30556
4713,41316
1262,17207
1262,35174
1262,66568
1262,104297
1262,81450
1262,38698
1262,100636
1262,67205
1262,87236
1262,84147
433,86963
433,90460
433,1497
433,35463
433,32145
889,101914
889,99750
1176,68954
1176,54457
1176,57309
2933,98503
1565,5362
1565,68464
1565,86557
1565,70613
199,33641
4994,74665
4994,35054
6988,46942
6988,95424
6988,71859
6050,4234
2590,23486
2590,52192
2590,61727
2590,30409
2590,98346
2590,92027
2590,68033
864,81763
864,52670
864,87418
864,81034
864,62385
864,16004
864,88428
864,61422
7218,93353
7218,50873
2658,93215
2658,68022
2658,47952
2658,97771
2658,31560
4029,88257
4029,91106
4029,90399
953,7826
953,73318
953,31174
953,61952
5494,99965
1494,56116
1494,62732
1494,55574
6009,93461
6009,33641
143,97844
143,75280
143,43063
1600,51699
1600,103361
1600,90175
1600,90574
1600,78961
1600,86325
237,93994
237,78435
237,82315
237,58354
237,6678
237,90197
237,28418
237,91208
237,57643
237,80425
2448,94740
2448,7203
2448,65556
241,51759
241,33615
241,99617
241,72786
241,98333
241,104696
241,64690
241,48072
241,83315
241,77803
426,68982
426,50126
426,103746
426,8156
426,93657
426,71279
426,92609
426,37882
426,70175
1401,92517
1401,35462
1401,40789
6068,77202
1095,57421
1095,44641
1095,62558
1095,45418
1095,34182
1095,28936
1095,26116
1095,59085
1095,36647
1095,94291
772,89235
772,103710
3771,97334
3771,67625
3653,94509
3653,100089
7112,56116
7112,95490
7112,56330
859,99635
983,9700
336,92655
336,44330
336,17398
336,98483
534,75294
534,95593
2241,83000
3040,60772
3040,42214
49,31636
49,99217
49,103770
49,50504
49,47502
49,41860
49,70956
49,89575
49,18091
160,81265
160,89769
280,17037
280,17159
280,17039
280,74990
3144,65426
411,49525
411,69409
411,1445
411,89267
1083,98632
1083,104298
1083,65036
1083,54018
1083,51287
1083,72722
1083,101265
1083,104312
1083,27665
1083,104297
906,86535
906,49225
906,25731
906,24440
906,28955
906,77739
906,40182
906,79908
906,55124
906,74810
4909,18233
5871,93881
5871,53153
2074,74592
2001,422
2001,86235
2001,38698
332,89037
332,15250
332,10344
332,58579
332,76094
332,90860
332,81389
332,43087
332,104908
332,75192
836,95337
836,1917
836,39083
836,50621
836,53094
836,72280
836,86989
836,43127
836,70459
836,71468
1193,94318
1193,61952
566,100269
566,3570
566,61664
566,34517
239,79708
239,54646
239,71697
239,73849
239,78193
239,29147
239,90278
239,64690
239,1574
239,67381
1132,97105
1132,28547
1132,89299
4460,97800
4460,8994
4460,26399
4460,98060
4460,3687
4460,97433
4460,93761
4460,87955
1023,56362
1023,6620
1023,26522
1023,87852
1023,52288
1023,11480
1023,63468
1023,44793
1023,54117
452,84519
452,90399
452,46355
452,98347
358,100576
358,37371
358,100700
358,57673
358,94275
358,88723
358,42109
358,61377
358,90721
1940,104584
1940,67798
1940,103389
856,42594
856,51908
856,73664
158,55165
158,11959
158,64999
158,54020
158,35901
2446,68931
15,28547
15,74445
15,10306
4635,103306
386,67315
386,11788
64,94318
64,76762
64,57753
64,70551
64,61734
64,77324
64,89930
64,10983
64,45438
64,34111
2214,81569
2214,79515
2214,81571
2279,52278
2279,71075
2279,97448
4634,67587
4634,74899
1712,80763
1712,104613
1712,75823
1712,2839
5910,65915
1385,45936
1385,68206
1385,49465
1385,94286
1888,90309
1888,89216
404,84659
404,104006
404,42643
404,66774
404,84640
404,70341
404,47873
5660,46940
5660,53341
5660,87016
6637,60176
5309,48475
6345,71416
6345,98346
3801,102052
3801,100185
173,74598
173,50310
173,43396
1089,103120
1089,95595
1089,1980
1089,99358
1089,63146
1089,104613
1089,76334
1089,72644
1089,103503
1089,35445
4269,24826
4269,69996
5546,35463
8,95503
8,103995
8,15130
8,90735
8,35608
8,101005
8,75649
8,43708
8,38428
8,82028
2880,89970
2880,90409
2880,71372
2330,95148
2330,64555
1274,91842
1274,42646
1274,72890
255,87595
255,99739
255,4145
4866,27158
4866,43063
2875,18109
2875,90168
6814,94804
0,95172
0,29263
0,36777
2764,88506
7207,26604
7207,38231
2013,97571
2013,102643
565,67845
565,65144
565,77635
565,99497
565,18391
565,97213
565,31200
565,51740
565,94209
565,86376
5754,89235
5754,13931
2487,100536
2487,94951
2487,723
4060,57033
4060,41537
4060,99233
355,23190
355,37160
355,36441
4492,87577
4492,57673
230,96947
230,86914
230,51374
230,88592
230,60211
230,9242
230,67315
230,74458
230,25223
230,30996
245,90036
245,102118
245,36135
245,73610
1441,95558
246,62184
246,96464
246,102638
246,85386
246,85677
246,43417
246,99277
246,87329
246,2840
246,51907
2504,72106
164,85890
2923,1191
2923,103784
1541,73434
1541,59085
1541,27317
1541,85917
1541,57421
1541,43713
1541,28104
1541,102848
1541,80147
1541,48718
877,70809
877,27169
877,89037
2434,2721
2434,88588
2434,61729
416,100100
416,90637
416,63841
416,99417
416,8279
416,53127
416,38467
416,75813
416,78493
3372,104873
3372,74610
6431,47426
2110,3468
2110,68074
2110,60695
3157,99704
3157,50877
3157,39028
3157,67170
68,70613
68,104169
68,72311
969,92845
1027,74685
1027,99122
1027,104786
1027,97893
5,89352
5,96814
5,68239
5,99550
5,99791
5,23138
5,3720
5,88454
5,93455
5,29285
1170,96538
1170,9342
1170,87481
4438,61577
4438,77344
4845,37850
4845,42084
1140,79761
1140,90460
1140,40189
1140,55461
1140,103455
1140,97037
1140,93950
1140,55526
1140,76495
7121,94497
7121,80429
1493,89357
2986,104949
2986,103155
2986,72926
2414,78733
6573,89984
6573,93713
2379,56856
6699,82648
6699,52221
6699,55165
2642,46843
726,76529
726,39234
726,77416
2072,87060
2689,94489
2689,19050
971,38267
971,74765
578,102230
578,21146
6097,103264
1921,102052
1921,48884
1921,40337
1921,69285
6695,82276
6695,55069
6695,20479
4829,69971
4829,77819
4829,98705
7028,102052
2485,86168
2485,81269
2485,85438
193,82862
193,44371
193,32364
1179,61011
1179,54747
1191,56881
1191,99820
1191,14941
5662,83346
5662,91087
5662,75309
5662,31494
7036,88848
7036,43893
2309,36767
2309,85352
2309,86977
2309,61243
2309,32752
2309,623
2309,36558
2309,1377
2309,15037
2309,44741
4414,88488
4414,56407
4414,59670
4548,100269
4133,94732
4133,81771
4133,86989
338,57975
338,103753
338,18013
338,22303
338,64882
338,82653
338,90301
338,35287
338,93341
338,80180
2329,64308
2329,43874
2329,71075
6459,100533
6459,97333
6459,95424
6459,92845
2905,16012
2905,3861
2905,102044
2905,69604
2585,9990
2758,90377
2758,87461
1778,50598
1778,72103
1778,72075
1778,14485
1778,25734
1778,26005
1778,37074
1778,80557
1778,21611
1778,61843
5811,27195
5811,86916
5811,49465
282,103054
282,92772
282,103770
282,98094
282,93578
282,89490
282,88432
282,87258
282,22299
282,41159
753,51614
753,87333
753,87291
753,9517
753,24004
753,7834
753,96464
753,43637
753,54748
2915,93735
1374,25645
1374,89500
3755,58784
3755,104024
4956,45544
4729,99714
741,10346
741,2458
741,9990
741,75418
6731,43727
933,19079
933,20132
5670,100026
4692,99820
1135,78948
2064,82721
2064,87993
94,53248
94,5530
94,64656
94,342
94,84727
94,34314
94,19967
94,15084
94,8349
94,8691
5954,74105
2020,100213
2020,61725
2020,71849
392,71035
392,72195
195,53793
195,29979
195,7093
195,25560
195,92655
195,92840
195,3808
195,30960
195,98071
195,93210
197,51240
7181,88896
7181,45750
3958,6854
3958,45483
3958,7093
3958,103410
3958,73420
3958,98515
3958,34851
3958,54616
3958,24999
5166,94501
5166,65914
5166,80978
2708,52192
2708,42084
1590,84955
1590,42251
1590,34259
1590,6997
1590,72106
1590,57732
1590,91729
1590,104297
1590,43771
1590,572
2581,65507
3298,48582
3298,88166
3298,2572
2886,69758
2886,100576
2886,68807
167,70358
167,53555
167,95043
167,58127
167,103112
60,89796
60,95704
60,62184
60,103420
60,77619
3501,41861
3501,82214
3501,67594
912,37904
912,72393
912,29419
912,52288
234,88594
5648,104054
5648,599
5648,89278
5648,104996
5846,61395
5846,94257
6859,2734
6859,33225
5357,11559
5357,54182
1229,74651
1229,7846
1229,92850
1229,35054
4067,9461
4067,95938
4012,64092
4012,63959
4012,29083
2917,34496
2917,1917
2917,67186
5809,70601
718,92845
718,79934
718,74810
718,57334
718,91889
718,43832
718,92616
718,103563
718,87595
718,3534
1041,26383
2698,51908
2698,69049
692,77202
692,2786
692,100214
692,83727
2774,84264
2774,82992
2248,71068
2248,103958
2828,75246
2828,94489
2828,58501
3992,82630
1278,58776
1278,13952
175,71069
175,78863
175,45269
175,102040
1457,96918
1457,105099
1457,8250
1457,104420
1457,42813
1165,90937
1516,26790
3207,61725
3216,46388
6606,71069
2939,62864
2939,75863
2939,42729
2939,93694
3377,55574
6509,63708
6509,14834
6509,95152
254,83021
254,99103
254,98370
254,86969
254,15565
254,94204
254,104212
254,36577
254,64320
254,57855
1094,70605
1094,48875
1094,28104
1094,72348
1094,3488
1094,101710
1094,54558
1094,104104
1094,58271
529,72785
4383,69982
1268,77202
1672,99262
1935,99629
4038,58017
4038,65930
4098,96872
4098,70341
4098,90043
4098,89769
4098,59064
4098,74458
4098,34496
4098,24249
4098,17207
4098,18240
2106,1191
2106,28780
2106,84499
2106,92063
6404,93414
1158,88649
3074,78940
3074,50448
3604,80766
3604,89423
3604,71066
3618,36800
3618,89207
3618,72817
3618,88136
896,75609
1167,32872
1167,29285
330,65754
330,87476
330,95250
330,95152
330,82658
330,64357
6812,80512
6812,73206
276,41168
276,94276
276,25075
276,75265
276,92447
276,39807
276,71249
276,53657
276,13776
276,51552
898,43832
898,89188
898,52845
1662,71168
207,22180
207,77852
207,90435
207,38417
207,4543
207,6499
207,99262
207,736
207,8774
207,64392
7210,88488
7210,71068
134,8309
134,51908
89,33338
89,91967
89,87936
89,24654
89,93414
89,60603
89,68233
89,60601
89,44289
89,23241
3790,65914
3790,52964
3790,17480
5342,89769
5342,42597
5342,95482
1255,44307
1255,65133
1255,90454
1255,88216
1255,103280
1255,70175
1255,49286
1255,91664
1255,88558
523,14542
523,43898
523,6163
586,13206
586,99622
586,75639
586,44571
302,83075
302,92316
302,103793
302,29064
302,74830
302,40578
302,96275
302,29144
302,7244
302,84133
2211,93227
2211,65653
2211,94276
4566,83479
3475,95152
3475,103675
1225,1113
1225,51924
23,58540
23,48582
23,90728
23,95207
2238,31587
2238,104015
2238,97332
4872,86963
1040,61725
1040,74912
6556,72049
1956,95374
1956,101731
1956,55856
1956,79711
259,77202
259,95279
259,104613
259,45615
259,75421
259,9913
779,80062
779,62364
779,89697
779,91366
779,93611
779,64086
779,64199
779,19092
779,1591
779,99112
644,91875
644,31174
1115,86851
1115,75605
1115,75722
3470,43635
3470,63146
7226,43727
7226,68515
7226,89122
3109,86896
2781,68936
1008,89684
1008,48593
1008,75924
1008,68558
4776,81763
4776,101459
1370,97347
1370,90632
65,68558
65,95408
65,79882
35,103894
35,88715
35,96376
1851,44443
5850,77202
5850,104613
5850,70619
967,86890
967,61437
967,66672
6100,86914
5734,36898
4091,77204
1988,95333
1988,99232
5132,75863
3231,78595
1251,45494
3911,41371
3911,60431
3032,28948
3032,9629
3032,44440
3032,90649
2747,67311
1957,95324
5014,90126
5014,104949
5014,56558
482,6635
482,5789
482,99617
482,80238
482,49132
482,59341
482,81744
482,75241
482,97715
482,96687
2362,97445
2030,71069
2030,80218
2030,87976
97,94144
97,2354
97,5530
97,102735
97,87395
959,70375
959,49822
959,32892
959,81763
959,65679
959,99742
959,95595
959,380
959,25428
50,67315
50,104934
1704,91104
1704,44376
1704,16394
307,103280
307,87195
307,68777
307,71689
307,5392
307,60695
307,93948
307,88874
307,66992
307,3468
6264,55241
6264,91470
6264,58924
6264,91887
1831,80903
1831,88490
1831,87287
1831,95654
1831,95424
1831,98346
1546,36620
1546,22128
1546,76872
1546,93499
1546,2460
1546,11497
1546,97779
1546,5374
1546,18484
1546,42575
662,101371
662,49132
662,6500
662,24619
662,68859
662,89695
662,87592
662,45421
662,41088
5000,56188
5000,43985
14,37567
14,82044
14,63590
1310,93634
1487,97584
626,91106
626,56841
626,29190
626,96009
626,79123
626,16697
626,38077
626,63577
626,62435
626,44376
2027,94323
2027,86146
2027,62337
304,100776
304,19335
304,31226
304,44596
304,80826
304,104425
304,104234
304,99791
304,68045
304,69930
6677,51908
6677,6865
6677,103427
3830,71075
3830,78961
3830,53853
3211,104767
3211,104695
3211,74830
942,46583
7368,310
7368,97333
182,90806
182,97332
3659,32093
3659,48424
6352,99568
6352,63538
6346,102063
465,103120
465,35463
465,74957
2962,44041
2825,103154
2825,16460
2063,50096
2063,86828
2063,64902
2063,7088
2063,104219
2063,38187
2773,97189
2773,57448
2773,54384
2773,46393
7228,42970
7228,10070
7228,48593
7228,89306
7228,93412
3841,25307
930,71056
930,78948
930,52054
930,16507
1689,40323
1689,45616
1689,66318
650,61437
650,50552
650,103194
110,7593
110,28479
110,98344
110,97332
110,32226
110,75823
110,12749
110,52622
110,71376
110,98347
3476,88239
3476,101139
2853,49992
2853,94740
414,90146
414,31264
414,13176
414,75863
414,29398
414,72075
414,27356
414,31973
414,99013
414,101914
527,104064
527,51840
527,13247
527,103121
852,19050
852,79031
852,102359
852,99704
852,46391
852,51625
852,86709
852,56827
852,87522
852,46499
2560,12893
1990,97334
1990,86963
7300,81265
7300,101280
4306,77204
4306,77202
4306,42355
833,89976
833,19302
2630,71056
2630,76480
2630,63591
3779,44041
6348,95287
242,65426
242,4070
242,95427
242,88035
242,42424
242,86851
242,27349
242,53176
242,44487
242,61877
6085,7322
2909,75413
2909,9242
4041,72568
43,22335
43,48593
43,102604
4495,102052
4495,93950
4495,44623
4495,98654
4495,57342
4495,104760
4495,21018
3892,80978
3892,91106
3892,95490
824,88211
824,68653
824,87204
824,64457
824,81910
824,4860
824,44075
824,22142
824,66939
824,79937
4846,89752
4846,64906
4846,49059
4846,73433
4846,61864
4846,100679
4846,69049
4846,89525
4846,99663
4846,16602
5676,45921
6525,101323
2940,44303
2940,72080
9,15810
9,98373
9,86376
9,90460
9,46159
9,4950
9,68558
9,94727
9,100134
9,68827
4921,102044
4921,99714
4921,50270
1139,82874
1139,57334
1139,52070
1139,89739
1139,79126
1139,61879
1139,86143
1139,53711
1139,8705
1139,104426
5644,97332
5644,68022
2051,54391
2051,75969
6083,17931
6083,76232
5775,53853
5775,76558
1110,76715
1110,99260
1110,15837
6460,76880
6460,25028
2525,92845
2525,89444
2525,30996
2525,32482
2525,45612
2525,27750
2525,96345
2525,28243
1481,88488
1481,65396
6441,17504
6441,57014
2775,87214
477,77328
477,1100
477,29321
3859,37371
3859,9529
3859,89769
3859,41806
2195,77202
2195,103273
4478,95482
4737,52288
4737,42594
4737,23961
5983,30637
5983,55174
5983,99260
625,3486
625,29372
625,28469
625,9254
625,11664
625,27317
625,6779
625,22327
1272,43246
1272,42387
7336,103676
7336,91170
492,88323
492,62304
100,89352
100,103557
100,45307
100,65912
100,3520
100,56842
100,91615
100,97444
100,12830
100,10974
5987,11829
5783,72926
5783,38453
5783,95564
417,98260
417,32224
417,36442
417,92172
417,73472
417,90429
417,15189
417,60932
417,4810
417,54227
887,88011
887,88549
887,43829
1961,88518
1961,13815
5979,71146
945,100347
945,100886
945,74960
945,28896
945,18927
7004,16496
7004,74445
1643,69183
1643,104110
3013,97871
3013,96711
3013,98129
3013,47945
3013,78257
3013,8628
3013,83693
3013,56705
3013,81990
3013,98377
2149,68936
2149,36269
5779,101798
486,2533
486,79680
486,10672
486,103818
486,49660
486,97835
486,61437
486,77635
486,102248
293,88437
293,65968
293,29706
293,31560
293,98768
293,14931
293,9041
293,77929
293,28368
293,70405
2280,25143
2280,99633
2122,70994
2122,49852
6881,95482
6881,8820
2867,105068
2867,26298
2992,89606
2992,103885
4352,90043
2178,100536
2178,36135
2178,95014
2178,97749
2178,42783
2178,93576
2178,19185
2178,95408
2178,509
2178,93418
3866,86353
3866,90734
496,39234
496,88144
496,35331
2784,77677
2784,66714
6434,68815
6434,8731
10,101721
10,23411
10,35962
10,76084
10,6929
10,3808
10,54603
10,37353
10,100704
10,13778
1283,97871
1283,41357
1283,87707
1283,71376
4156,87180
7327,64032
4953,96104
4953,96002
4953,70375
4953,91965
4953,45348
4953,42970
4953,97489
4953,8288
4953,36330
1207,100203
1207,16092
1207,80841
1207,88652
1207,8635
1207,79715
1207,78587
1207,30331
1207,64619
6535,93414
6535,94804
33,2786
33,35068
33,103155
33,2080
373,100108
373,41779
1829,99106
1829,95337
1829,159
3880,100132
2287,100356
2287,92139
2287,102050
2287,51701
3514,23273
3514,9629
3514,103995
258,86989
258,12047
258,70395
258,39556
258,68262
2441,67725
2441,102052
2441,61751
2441,94876
6807,75872
289,83482
289,60440
289,82044
289,93367
289,51699
289,84255
289,26507
289,94806
289,65044
289,31165
2299,88015
2299,374
2299,72080
2299,33001
2299,62271
2299,83998
2299,100826
2299,3462
2299,58017
4842,1980
4842,86915
2040,82566
2040,34638
2040,103435
1560,94323
1560,93555
1560,40857
1560,38653
5295,31494
1488,42594
1488,104695
1488,38596
2645,13211
2645,74788
2041,89496
2041,2707
915,87390
915,104613
915,43063
915,51213
915,46565
915,58066
915,71938
915,70444
915,27406
915,28314
4723,55190
1329,4411
1329,97334
4618,91438
4618,72744
2076,88342
2076,4088
7093,3520
7093,51838
4852,19390
4852,96201
4852,84428
4852,59670
4852,671
4852,65426
4852,89854
4852,97673
4852,75246
4852,94036
5806,77525
3268,93508
3406,77202
3564,7475
3564,38895
3564,62305
3564,71297
3564,47014
3564,104767
3564,94201
3564,5821
3564,77456
3564,59830
3899,33310
3899,97447
1460,86963
1460,88035
1460,100612
6098,77990
6098,24706
6098,75308
2392,62837
2392,56857
2392,37365
2907,104629
2907,71142
2907,104889
2907,81385
1106,89519
6037,97302
6037,37635
3324,97159
3097,74620
3097,1114
3097,104695
688,91360
688,88520
688,6423
688,74098
688,89222
688,78743
688,33770
688,14304
688,62188
707,93487
707,4990
707,73435
707,48332
707,71003
707,62817
707,3145
707,54199
707,65386
2685,103261
2685,71077
2685,69068
2685,25131
2790,92772
2945,80730
2945,8279
2945,92193
2978,94254
2978,98129
2978,16244
1012,28936
1012,100132
3547,72742
3547,62337
3547,76558
3925,88723
4666,71077
4666,49560
356,97450
356,98705
356,56753
351,95779
351,50172
351,35431
351,38988
351,102773
351,100747
351,4205
351,36158
351,22034
4947,75510
4607,76521
4607,2354
4607,43894
4607,98654
4607,57776
4607,72412
6777,100805
2740,35462
2740,12849
5687,6608
2834,75802
2834,70092
306,95424
306,51529
306,95427
306,103397
306,92843
306,44966
306,92034
306,70356
306,66998
306,76087
1185,88035
1185,56407
5236,99120
5236,448
4507,69088
4507,72786
4507,58514
3424,60489
3424,138
3424,59309
3424,98358
3424,3050
3424,71274
3424,50543
3424,97844
3424,95850
3424,23478
2541,55165
2541,50794
2541,24264
2541,37371
3821,104015
3821,85042
1708,44307
3627,104359
3627,103467
1553,8249
1553,96666
6833,76087
6833,41018
5303,44665
5303,31851
5303,88211
694,36864
694,73434
694,77087
694,50530
809,11863
329,52054
329,68171
329,52702
329,44041
329,73101
329,97213
329,57442
329,46839
329,43502
329,734
4151,93215
796,71069
5836,77430
5836,70341
7257,13691
1206,6779
1206,98462
1206,90609
1206,74219
1206,40365
1206,54526
1206,87211
1206,104298
1206,86166
2574,85042
2574,40841
2574,26466
2574,88963
3382,47850
3382,15997
3382,28647
5162,101752
6902,36526
6902,11216
3782,75678
3782,99504
1103,80860
1103,1980
2451,9161
2451,26239
2451,3574
2065,77202
2065,96016
2582,4923
2582,38421
105,57029
105,68982
109,90574
109,95331
109,75246
109,54940
109,57727
109,92581
109,46762
109,27049
109,42298
109,100744
383,93414
383,89269
383,90226
383,36915
383,104176
6519,104981
6519,68805
6519,43730
745,49042
745,43900
745,62339
745,92505
745,100356
745,33645
745,98544
745,9344
745,92186
1411,32822
1411,84437
1411,54996
1411,51668
1411,73566
1411,65930
1411,29580
1411,103280
1411,71548
1411,57033
67,86500
67,43727
67,90225
67,91425
2180,53354
2180,96458
2180,98354
2180,19289
2180,17962
2180,45390
375,53124
375,57674
375,72397
375,33604
375,1113
2823,42368
2823,88246
2823,71051
1397,71548
1397,68691
1397,102095
108,90126
108,64055
108,101471
108,53322
2032,58776
2032,90126
1351,86963
1351,84197
4813,87705
4415,64426
4415,12579
5304,103427
5304,64859
1408,9369
1408,96055
1408,91573
1408,98402
1408,97773
1408,8279
1408,75430
1408,49861
1408,48397
1997,87418
5654,94800
5654,97871
760,7254
760,1362
760,45428
760,27897
760,96474
760,6477
760,24658
760,729
760,49942
760,50930
3739,102026
3739,100133
6382,81182
6382,21749
227,36288
227,28248
269,75246
269,78733
269,23122
269,77320
269,19101
269,17321
269,28074
269,61736
269,16087
269,37589
7191,104672
7191,81419
328,78257
328,99345
328,90301
328,39831
328,82681
328,84190
328,95510
328,2727
328,94318
328,12083
4741,61730
4741,103280
331,49213
331,99780
331,96778
331,28948
331,72744
331,72745
331,51113
331,75813
331,49836
331,96885
5877,99226
1727,81571
1727,81569
944,49225
944,93468
944,100327
944,27442
944,92116
944,73705
944,5006
944,16725
944,101428
944,16533
2272,52019
2272,15326
2272,3333
2272,69017
2145,40483
2145,68404
3165,1941
3165,97871
1845,99879
1845,10080
1424,77381
1424,65913
3912,5527
2914,100744
2914,61546
5407,34111
2029,42788
2029,36298
2029,104006
2029,93694
5280,43726
5084,17037
441,39549
441,27486
441,35185
353,100156
353,93258
353,99621
353,1457
353,87149
353,64630
353,63374
353,37365
353,10619
353,3386
1260,82580
1260,97675
3050,88432
3050,103120
3050,40754
3050,98839
3050,48582
3050,87180
3050,100100
3050,103119
3050,65409
3050,97907
1084,98612
1084,37736
1084,65914
1814,84948
5852,90110
5852,572
484,101978
484,80713
484,13929
484,38488
484,43209
484,104834
484,1398
484,82688
484,66951
484,14505
7345,65893
7345,91656
7345,95333
6268,86963
179,76627
179,82962
179,86901
179,37450
179,21090
179,15456
179,103633
179,58692
179,101728
179,60431
775,43502
775,88294
775,51701
775,10663
3230,72049
3230,18903
5311,8715
5311,42252
5311,2151
6426,28549
691,77202
691,77204
576,42597
1045,41051
1045,72926
442,73679
442,91760
442,59860
974,100776
974,101715
974,104131
1812,32822
1812,44536
1812,27463
3333,95549
3802,77372
3802,91760
186,66931
1202,81941
1202,25914
1202,65664
1202,75873
1202,53514
1202,10879
1202,97102
1202,101599
1202,93694
1202,48729
988,87180
988,50011
988,97587
3845,4314
3845,65840
120,69709
120,29155
120,93461
120,61244
7150,79784
7150,49483
7150,138
2899,80251
2899,98650
2899,11709
734,97907
734,103854
734,102026
734,90285
734,36441
734,68815
734,24797
734,19104
734,98314
